Date,BMW,Mercedes,Porsche,Tesla,VW
2011-01-03,37.24869155883789,29.08713150024414,39.39337158203125,1.3133330345153809,81.95858001708984
2011-01-04,36.818321228027344,29.244632720947266,39.353111267089844,1.3380000591278076,82.88993835449219
2011-01-05,36.387939453125,30.15026092529297,39.02526092529297,1.3333330154418945,80.77031707763672
2011-01-06,36.309146881103516,30.7127685546875,38.28329849243164,1.401332974433899,80.1922378540039
2011-01-07,35.95150375366211,30.673391342163086,40.19285583496094,1.401332974433899,82.11914825439453
2011-01-10,35.44232177734375,30.32464027404785,39.98579406738281,1.4736659526824951,81.47684478759766
2011-01-11,36.16366195678711,30.9208927154541,41.49848937988281,1.4453330039978027,84.27088165283203
2011-01-12,35.95756530761719,30.870271682739258,42.03339767456055,1.375,83.78916931152344
2011-01-13,34.96345901489258,30.9208927154541,41.80332946777344,1.3063329458236694,80.73819732666016
2011-01-14,35.72722244262695,31.472150802612305,43.16072463989258,1.338333010673523,80.77031707763672
2011-01-17,35.490821838378906,32.00090408325195,42.102420806884766,1.2999999523162842,79.80685424804688
2011-01-18,35.61205291748047,32.884033203125,43.051448822021484,1.2573330402374268,78.97184753417969
2011-01-19,35.072574615478516,32.107784271240234,41.11314010620117,1.2233330011367798,78.13684844970703
2011-01-20,33.64808654785156,31.14589500427246,39.06551742553711,1.1679999828338623,74.5399169921875
2011-01-21,33.76325988769531,30.814022064208984,39.03101348876953,1.113332986831665,73.22318267822266
2011-01-24,33.478363037109375,30.667766571044922,37.846160888671875,1.1399999856948853,74.28299713134766
2011-01-25,33.99360275268555,31.055896759033203,36.92589569091797,1.2000000476837158,73.44798278808594
2011-01-26,34.52096176147461,31.652151107788086,39.53715896606445,1.213333010673523,75.85664367675781
2011-01-27,34.73918151855469,31.44402503967285,39.1690559387207,1.222000002861023,75.82453918457031
2011-01-28,34.61188888549805,30.825275421142578,39.68670654296875,1.2253329753875732,77.3339614868164
2011-01-31,33.99360275268555,30.049013137817383,39.01951217651367,1.1933330297470093,75.79241943359375
2011-02-01,34.25425338745117,29.98151206970215,39.726966857910156,1.166666030883789,75.88875579833984
2011-02-02,34.23000717163086,29.53150749206543,37.88642501831055,1.1586660146713257,74.37934112548828
2011-02-03,34.751304626464844,29.818384170532227,38.3925666809082,1.1729999780654907,74.50780487060547
2011-02-04,34.46034240722656,29.638381958007812,38.15675354003906,1.169666051864624,74.09031677246094
2011-02-07,35.672672271728516,30.161514282226562,38.076229095458984,1.1130000352859497,76.43474578857422
2011-02-08,37.33355712890625,31.095273971557617,39.54290771484375,1.1390000581741333,78.93974304199219
2011-02-09,37.151702880859375,30.95464324951172,39.69245529174805,1.1200000047683716,79.2608871459961
2011-02-10,37.40629577636719,31.20777130126953,39.6061897277832,1.1333329677581787,80.22434997558594
2011-02-11,38.27310562133789,31.78715705871582,39.91676712036133,1.1339999437332153,82.34396362304688
2011-02-14,38.27310562133789,31.820903778076172,40.16409683227539,1.149999976158142,81.34839630126953
2011-02-15,37.5699577331543,31.48903465270996,38.51335906982422,1.1353329420089722,78.52223205566406
2011-02-16,37.3759880065918,30.11651039123535,38.97349166870117,1.172333002090454,79.00395965576172
2011-02-17,37.00017547607422,29.79588508605957,38.19126510620117,1.2333329916000366,77.75146484375
2011-02-18,36.70921325683594,29.604631423950195,38.70316696166992,1.151332974433899,76.85221862792969
2011-02-21,36.551605224609375,29.374008178710938,37.7598876953125,1.1299999952316284,75.37491607666016
2011-02-22,36.630409240722656,29.84088706970215,37.59309387207031,1.100000023841858,77.52665710449219
2011-02-23,35.33928298950195,28.85087776184082,35.43044662475586,1.0679999589920044,74.44356536865234
2011-02-24,34.55126953125,28.400876998901367,31.634328842163086,1.0366660356521606,72.22761535644531
2011-02-25,35.581756591796875,28.727130889892578,33.24480438232422,1.1733330488204956,76.69165802001953
2011-02-28,35.6302375793457,28.715877532958984,33.026241302490234,1.1733330488204956,78.93974304199219
2011-03-01,36.16972351074219,28.699003219604492,32.52009582519531,1.1693329811096191,77.68722534179688
2011-03-02,35.157432556152344,27.900243759155273,32.359039306640625,1.1466660499572754,76.56319427490234
2011-03-03,35.21199035644531,27.66399383544922,32.3935546875,1.166666030883789,76.46685791015625
2011-03-04,35.02407455444336,27.132423400878906,32.036949157714844,1.1790000200271606,75.21434020996094
2011-03-07,34.99983215332031,27.334928512573242,32.198001861572266,1.1790000200271606,74.4756851196289
2011-03-08,35.13924789428711,27.703367233276367,32.80192184448242,1.1710000038146973,76.20993041992188
2011-03-09,35.2422981262207,28.02399444580078,33.04350280761719,1.1576659679412842,76.0814437866211
2011-03-10,34.62400817871094,27.396800994873047,32.31877899169922,1.1673330068588257,73.35164642333984
2011-03-11,34.12696075439453,26.882110595703125,32.04270553588867,1.1673330068588257,73.4158706665039
2011-03-14,33.82387924194336,26.536174774169922,31.13393783569336,1.1366660594940186,72.70933532714844
2011-03-15,32.908573150634766,25.470218658447266,29.488943099975586,1.0509999990463257,69.97952270507812
2011-03-16,32.181175231933594,24.961158752441406,29.16109848022461,1.112333059310913,68.47010040283203
2011-03-17,32.811588287353516,25.242406845092773,30.018108367919922,1.112333059310913,68.91970825195312
2011-03-18,33.52079772949219,25.81897735595703,31.381254196166992,1.0666660070419312,69.8189468383789
2011-03-21,33.60565185546875,26.358980178833008,31.317989349365234,1.0846660137176514,71.5853042602539
2011-03-22,33.09041976928711,26.136789321899414,31.208703994750977,1.0666660070419312,70.42913818359375
2011-03-23,33.50261306762695,26.634605407714844,31.317989349365234,1.045665979385376,70.78240966796875
2011-03-24,34.91496658325195,27.571178436279297,32.445316314697266,1.045665979385376,72.6451187133789
2011-03-25,34.830116271972656,27.55992889404297,32.33604431152344,1.076665997505188,72.61299896240234
2011-03-28,34.769493103027344,27.15211296081543,34.51017761230469,1.1039999723434448,72.034912109375
2011-03-29,34.78767013549805,27.197111129760742,33.05500030517578,1.1100000143051147,72.06702423095703
2011-03-30,35.49688720703125,28.032434463500977,32.230377197265625,1.1119999885559082,74.05819702148438
2011-03-31,35.61205291748047,28.040870666503906,31.093229293823242,1.3333330154418945,73.51221466064453
